,img,notoccluded,lefteyebrow,lefteye,righteyebrow,righteye
1369,C:\Users\nidhimh\Documents\Occlusion\val\25.jpg,0,1,0,0,0
1370,C:\Users\nidhimh\Documents\Occlusion\val\26.jpg,0,1,1,1,0
1376,C:\Users\nidhimh\Documents\Occlusion\val\32.jpg,0,1,0,0,0
1378,C:\Users\nidhimh\Documents\Occlusion\val\34.jpg,0,1,0,0,0
1380,C:\Users\nidhimh\Documents\Occlusion\val\36.jpg,0,1,0,0,0
1381,C:\Users\nidhimh\Documents\Occlusion\val\37.jpg,0,1,0,0,0
1382,C:\Users\nidhimh\Documents\Occlusion\val\38.jpg,0,1,0,0,0
1383,C:\Users\nidhimh\Documents\Occlusion\val\39.jpg,0,1,0,0,0
1384,C:\Users\nidhimh\Documents\Occlusion\val\40.jpg,0,1,1,0,0
1386,C:\Users\nidhimh\Documents\Occlusion\val\42.jpg,0,1,0,0,0
1388,C:\Users\nidhimh\Documents\Occlusion\val\44.jpg,0,1,1,1,0
1391,C:\Users\nidhimh\Documents\Occlusion\val\47.jpg,0,1,1,0,0
1393,C:\Users\nidhimh\Documents\Occlusion\val\49.jpg,0,1,1,1,0
1394,C:\Users\nidhimh\Documents\Occlusion\val\50.jpg,0,0,1,1,0
1400,C:\Users\nidhimh\Documents\Occlusion\val\56.jpg,0,0,1,0,0
1401,C:\Users\nidhimh\Documents\Occlusion\val\57.jpg,0,1,0,1,0
1403,C:\Users\nidhimh\Documents\Occlusion\val\59.jpg,0,1,0,1,0
1404,C:\Users\nidhimh\Documents\Occlusion\val\60.jpg,0,1,0,1,0
1405,C:\Users\nidhimh\Documents\Occlusion\val\61.jpg,0,1,1,1,0
1406,C:\Users\nidhimh\Documents\Occlusion\val\62.jpg,0,1,1,0,0
1410,C:\Users\nidhimh\Documents\Occlusion\val\66.jpg,0,1,1,1,0
1411,C:\Users\nidhimh\Documents\Occlusion\val\67.jpg,0,1,1,1,0
1416,C:\Users\nidhimh\Documents\Occlusion\val\72.jpg,0,0,1,0,0
1427,C:\Users\nidhimh\Documents\Occlusion\val\83.jpg,0,1,1,1,0
1428,C:\Users\nidhimh\Documents\Occlusion\val\84.jpg,0,0,1,0,0
1434,C:\Users\nidhimh\Documents\Occlusion\val\90.jpg,0,1,0,1,0
1435,C:\Users\nidhimh\Documents\Occlusion\val\91.jpg,0,1,1,1,0
1437,C:\Users\nidhimh\Documents\Occlusion\val\93.jpg,0,1,1,0,0
1438,C:\Users\nidhimh\Documents\Occlusion\val\94.jpg,0,1,1,1,0
1440,C:\Users\nidhimh\Documents\Occlusion\val\96.jpg,0,1,0,0,0
1444,C:\Users\nidhimh\Documents\Occlusion\val\100.jpg,0,1,0,0,0
1445,C:\Users\nidhimh\Documents\Occlusion\val\101.jpg,0,0,1,0,0
1446,C:\Users\nidhimh\Documents\Occlusion\val\102.jpg,0,1,0,1,0
1448,C:\Users\nidhimh\Documents\Occlusion\val\104.jpg,0,1,0,0,0
1452,C:\Users\nidhimh\Documents\Occlusion\val\108.jpg,0,1,0,1,0
1454,C:\Users\nidhimh\Documents\Occlusion\val\110.jpg,0,1,1,0,0
1455,C:\Users\nidhimh\Documents\Occlusion\val\111.jpg,0,1,0,0,0
1456,C:\Users\nidhimh\Documents\Occlusion\val\112.jpg,0,0,1,0,0
1457,C:\Users\nidhimh\Documents\Occlusion\val\113.jpg,0,0,0,1,0
1459,C:\Users\nidhimh\Documents\Occlusion\val\115.jpg,0,0,1,1,0
1460,C:\Users\nidhimh\Documents\Occlusion\val\116.jpg,0,1,1,0,0
1461,C:\Users\nidhimh\Documents\Occlusion\val\117.jpg,0,1,0,1,0
1463,C:\Users\nidhimh\Documents\Occlusion\val\119.jpg,0,1,0,0,0
1464,C:\Users\nidhimh\Documents\Occlusion\val\120.jpg,0,0,1,0,0
1465,C:\Users\nidhimh\Documents\Occlusion\val\121.jpg,0,1,0,0,0
1466,C:\Users\nidhimh\Documents\Occlusion\val\122.jpg,0,0,1,0,0
1467,C:\Users\nidhimh\Documents\Occlusion\val\123.jpg,0,1,1,1,0
1470,C:\Users\nidhimh\Documents\Occlusion\val\126.jpg,0,1,0,1,0
1471,C:\Users\nidhimh\Documents\Occlusion\val\127.jpg,0,1,1,1,0
1475,C:\Users\nidhimh\Documents\Occlusion\val\131.jpg,0,1,0,0,0
1476,C:\Users\nidhimh\Documents\Occlusion\val\132.jpg,0,1,0,0,0
1477,C:\Users\nidhimh\Documents\Occlusion\val\133.jpg,0,1,0,0,0
1480,C:\Users\nidhimh\Documents\Occlusion\val\136.jpg,0,0,1,0,0
1482,C:\Users\nidhimh\Documents\Occlusion\val\138.jpg,0,1,1,1,0
1484,C:\Users\nidhimh\Documents\Occlusion\val\140.jpg,0,1,0,0,0
1487,C:\Users\nidhimh\Documents\Occlusion\val\143.jpg,0,1,0,1,0
1488,C:\Users\nidhimh\Documents\Occlusion\val\144.jpg,0,1,0,0,0
1492,C:\Users\nidhimh\Documents\Occlusion\val\148.jpg,0,1,0,0,0
1494,C:\Users\nidhimh\Documents\Occlusion\val\150.jpg,0,1,0,0,0
1495,C:\Users\nidhimh\Documents\Occlusion\val\151.jpg,0,1,0,0,0
1498,C:\Users\nidhimh\Documents\Occlusion\val\154.jpg,0,1,0,0,0
1501,C:\Users\nidhimh\Documents\Occlusion\val\157.jpg,0,1,0,0,0
1502,C:\Users\nidhimh\Documents\Occlusion\val\158.jpg,0,1,1,1,0
1503,C:\Users\nidhimh\Documents\Occlusion\val\159.jpg,0,1,1,0,0
1504,C:\Users\nidhimh\Documents\Occlusion\val\160.jpg,0,1,1,0,0
1505,C:\Users\nidhimh\Documents\Occlusion\val\161.jpg,0,1,0,0,0
1507,C:\Users\nidhimh\Documents\Occlusion\val\163.jpg,0,1,0,0,0
1510,C:\Users\nidhimh\Documents\Occlusion\val\166.jpg,0,1,0,1,0
1511,C:\Users\nidhimh\Documents\Occlusion\val\167.jpg,0,0,1,0,0
1516,C:\Users\nidhimh\Documents\Occlusion\val\172.jpg,0,1,0,1,0
1517,C:\Users\nidhimh\Documents\Occlusion\val\173.jpg,0,1,1,1,0
1518,C:\Users\nidhimh\Documents\Occlusion\val\174.jpg,0,1,0,0,0
1520,C:\Users\nidhimh\Documents\Occlusion\val\176.jpg,0,0,0,1,0
1522,C:\Users\nidhimh\Documents\Occlusion\val\178.jpg,0,1,0,0,0
1523,C:\Users\nidhimh\Documents\Occlusion\val\179.jpg,0,1,1,0,0
1524,C:\Users\nidhimh\Documents\Occlusion\val\180.jpg,0,1,0,0,0
1525,C:\Users\nidhimh\Documents\Occlusion\val\181.jpg,0,1,1,1,0
1526,C:\Users\nidhimh\Documents\Occlusion\val\182.jpg,0,1,1,1,0
1528,C:\Users\nidhimh\Documents\Occlusion\val\184.jpg,0,1,1,1,0
1532,C:\Users\nidhimh\Documents\Occlusion\val\188.jpg,0,1,1,0,0
1535,C:\Users\nidhimh\Documents\Occlusion\val\191.jpg,0,1,1,0,0
1538,C:\Users\nidhimh\Documents\Occlusion\val\194.jpg,0,1,1,0,0
1540,C:\Users\nidhimh\Documents\Occlusion\val\196.jpg,0,1,1,0,0
1542,C:\Users\nidhimh\Documents\Occlusion\val\198.jpg,0,1,0,0,0
1543,C:\Users\nidhimh\Documents\Occlusion\val\199.jpg,0,1,1,1,0
1544,C:\Users\nidhimh\Documents\Occlusion\val\200.jpg,0,1,0,0,0
1546,C:\Users\nidhimh\Documents\Occlusion\val\202.jpg,0,1,1,0,0
1547,C:\Users\nidhimh\Documents\Occlusion\val\203.jpg,0,1,1,1,0
1548,C:\Users\nidhimh\Documents\Occlusion\val\204.jpg,0,1,0,0,0
1549,C:\Users\nidhimh\Documents\Occlusion\val\205.jpg,0,0,1,0,0
1553,C:\Users\nidhimh\Documents\Occlusion\val\209.jpg,0,0,1,0,0
1555,C:\Users\nidhimh\Documents\Occlusion\val\211.jpg,0,1,0,1,0
1557,C:\Users\nidhimh\Documents\Occlusion\val\213.jpg,0,0,1,0,0
1558,C:\Users\nidhimh\Documents\Occlusion\val\214.jpg,0,0,1,1,0
1559,C:\Users\nidhimh\Documents\Occlusion\val\215.jpg,0,0,0,1,0
1560,C:\Users\nidhimh\Documents\Occlusion\val\216.jpg,0,1,1,0,0
1563,C:\Users\nidhimh\Documents\Occlusion\val\219.jpg,0,1,0,0,0
1564,C:\Users\nidhimh\Documents\Occlusion\val\220.jpg,0,0,1,0,0
1565,C:\Users\nidhimh\Documents\Occlusion\val\221.jpg,0,1,1,1,0
1567,C:\Users\nidhimh\Documents\Occlusion\val\223.jpg,0,1,1,0,0
1570,C:\Users\nidhimh\Documents\Occlusion\val\226.jpg,0,1,0,0,0
1572,C:\Users\nidhimh\Documents\Occlusion\val\228.jpg,0,1,1,0,0
1574,C:\Users\nidhimh\Documents\Occlusion\val\230.jpg,0,1,0,1,0
1575,C:\Users\nidhimh\Documents\Occlusion\val\231.jpg,0,1,0,0,0
1577,C:\Users\nidhimh\Documents\Occlusion\val\233.jpg,0,1,0,0,0
1579,C:\Users\nidhimh\Documents\Occlusion\val\235.jpg,0,0,1,0,0
1580,C:\Users\nidhimh\Documents\Occlusion\val\236.jpg,0,1,1,1,0
1582,C:\Users\nidhimh\Documents\Occlusion\val\238.jpg,0,1,0,0,0
1584,C:\Users\nidhimh\Documents\Occlusion\val\240.jpg,0,1,0,0,0
1585,C:\Users\nidhimh\Documents\Occlusion\val\241.jpg,0,0,1,1,0
1587,C:\Users\nidhimh\Documents\Occlusion\val\243.jpg,0,0,0,1,0
1588,C:\Users\nidhimh\Documents\Occlusion\val\244.jpg,0,1,0,0,0
1590,C:\Users\nidhimh\Documents\Occlusion\val\246.jpg,0,1,0,0,0
1592,C:\Users\nidhimh\Documents\Occlusion\val\248.jpg,0,1,0,0,0
1594,C:\Users\nidhimh\Documents\Occlusion\val\250.jpg,0,1,0,0,0
1595,C:\Users\nidhimh\Documents\Occlusion\val\251.jpg,0,0,1,0,0
1598,C:\Users\nidhimh\Documents\Occlusion\val\254.jpg,0,1,0,0,0
1603,C:\Users\nidhimh\Documents\Occlusion\val\259.jpg,0,1,0,0,0
1606,C:\Users\nidhimh\Documents\Occlusion\val\262.jpg,0,1,1,1,0
1607,C:\Users\nidhimh\Documents\Occlusion\val\263.jpg,0,1,0,1,0
1608,C:\Users\nidhimh\Documents\Occlusion\val\264.jpg,0,1,0,1,0
1615,C:\Users\nidhimh\Documents\Occlusion\val\271.jpg,0,1,0,0,0
1617,C:\Users\nidhimh\Documents\Occlusion\val\273.jpg,0,1,1,0,0
1618,C:\Users\nidhimh\Documents\Occlusion\val\274.jpg,0,0,1,0,0
1619,C:\Users\nidhimh\Documents\Occlusion\val\275.jpg,0,1,0,0,0
1625,C:\Users\nidhimh\Documents\Occlusion\val\281.jpg,0,1,1,1,0
1626,C:\Users\nidhimh\Documents\Occlusion\val\282.jpg,0,0,1,0,0
1628,C:\Users\nidhimh\Documents\Occlusion\val\284.jpg,0,0,1,1,0
1631,C:\Users\nidhimh\Documents\Occlusion\val\287.jpg,0,1,1,0,0
1632,C:\Users\nidhimh\Documents\Occlusion\val\288.jpg,0,1,0,1,0
1634,C:\Users\nidhimh\Documents\Occlusion\val\290.jpg,0,0,1,0,0
1635,C:\Users\nidhimh\Documents\Occlusion\val\291.jpg,0,1,0,0,0
1637,C:\Users\nidhimh\Documents\Occlusion\val\293.jpg,0,1,0,0,0
1644,C:\Users\nidhimh\Documents\Occlusion\val\300.jpg,0,0,1,0,0
1648,C:\Users\nidhimh\Documents\Occlusion\val\304.jpg,0,0,1,0,0
1653,C:\Users\nidhimh\Documents\Occlusion\val\309.jpg,0,1,1,1,0
1654,C:\Users\nidhimh\Documents\Occlusion\val\310.jpg,0,1,0,0,0
1656,C:\Users\nidhimh\Documents\Occlusion\val\312.jpg,0,0,1,1,0
1660,C:\Users\nidhimh\Documents\Occlusion\val\316.jpg,0,0,1,0,0
1663,C:\Users\nidhimh\Documents\Occlusion\val\319.jpg,0,1,1,1,0
1664,C:\Users\nidhimh\Documents\Occlusion\val\320.jpg,0,0,1,0,0
1666,C:\Users\nidhimh\Documents\Occlusion\val\322.jpg,0,1,1,1,0
1667,C:\Users\nidhimh\Documents\Occlusion\val\323.jpg,0,0,0,1,0
1668,C:\Users\nidhimh\Documents\Occlusion\val\324.jpg,0,1,0,0,0
1675,C:\Users\nidhimh\Documents\Occlusion\val\331.jpg,0,1,1,0,0
1676,C:\Users\nidhimh\Documents\Occlusion\val\332.jpg,0,0,0,1,0
1679,C:\Users\nidhimh\Documents\Occlusion\val\335.jpg,0,0,1,0,0
1683,C:\Users\nidhimh\Documents\Occlusion\val\339.jpg,0,0,1,1,0
1684,C:\Users\nidhimh\Documents\Occlusion\val\340.jpg,0,0,1,0,0
1685,C:\Users\nidhimh\Documents\Occlusion\val\341.jpg,0,1,0,0,0
1686,C:\Users\nidhimh\Documents\Occlusion\val\342.jpg,0,0,1,0,0
1687,C:\Users\nidhimh\Documents\Occlusion\val\343.jpg,0,1,0,1,0
1689,C:\Users\nidhimh\Documents\Occlusion\val\345.jpg,0,1,1,1,0
1692,C:\Users\nidhimh\Documents\Occlusion\val\348.jpg,0,0,1,0,0
1693,C:\Users\nidhimh\Documents\Occlusion\val\349.jpg,0,1,0,0,0
1694,C:\Users\nidhimh\Documents\Occlusion\val\350.jpg,0,1,1,0,0
1696,C:\Users\nidhimh\Documents\Occlusion\val\352.jpg,0,1,0,1,0
1698,C:\Users\nidhimh\Documents\Occlusion\val\354.jpg,0,1,1,0,0
1701,C:\Users\nidhimh\Documents\Occlusion\val\357.jpg,0,1,1,0,0
1702,C:\Users\nidhimh\Documents\Occlusion\val\358.jpg,0,1,0,0,0
1703,C:\Users\nidhimh\Documents\Occlusion\val\359.jpg,0,1,0,0,0
1705,C:\Users\nidhimh\Documents\Occlusion\val\361.jpg,0,1,1,0,0
1707,C:\Users\nidhimh\Documents\Occlusion\val\363.jpg,0,1,1,1,0
1708,C:\Users\nidhimh\Documents\Occlusion\val\364.jpg,0,0,1,1,0
1710,C:\Users\nidhimh\Documents\Occlusion\val\366.jpg,0,1,1,0,0
1717,C:\Users\nidhimh\Documents\Occlusion\val\373.jpg,0,1,0,0,0
1718,C:\Users\nidhimh\Documents\Occlusion\val\374.jpg,0,1,0,1,0
1719,C:\Users\nidhimh\Documents\Occlusion\val\375.jpg,0,0,1,0,0
1720,C:\Users\nidhimh\Documents\Occlusion\val\376.jpg,0,1,0,0,0
1722,C:\Users\nidhimh\Documents\Occlusion\val\378.jpg,0,1,1,0,0
1724,C:\Users\nidhimh\Documents\Occlusion\val\380.jpg,0,0,1,0,0
1725,C:\Users\nidhimh\Documents\Occlusion\val\381.jpg,0,1,0,0,0
1727,C:\Users\nidhimh\Documents\Occlusion\val\383.jpg,0,1,0,1,0
1728,C:\Users\nidhimh\Documents\Occlusion\val\384.jpg,0,1,1,0,0
1730,C:\Users\nidhimh\Documents\Occlusion\val\386.jpg,0,1,0,0,0
1731,C:\Users\nidhimh\Documents\Occlusion\val\387.jpg,0,1,0,0,0
1732,C:\Users\nidhimh\Documents\Occlusion\val\388.jpg,0,1,1,0,0
1733,C:\Users\nidhimh\Documents\Occlusion\val\389.jpg,0,1,0,0,0
1735,C:\Users\nidhimh\Documents\Occlusion\val\391.jpg,0,0,1,0,0
1736,C:\Users\nidhimh\Documents\Occlusion\val\392.jpg,0,1,0,1,0
1737,C:\Users\nidhimh\Documents\Occlusion\val\393.jpg,0,1,0,1,0
1740,C:\Users\nidhimh\Documents\Occlusion\val\396.jpg,0,1,0,0,0
1741,C:\Users\nidhimh\Documents\Occlusion\val\397.jpg,0,1,1,0,0
1742,C:\Users\nidhimh\Documents\Occlusion\val\398.jpg,0,1,1,1,0
1743,C:\Users\nidhimh\Documents\Occlusion\val\399.jpg,0,1,1,1,0
1745,C:\Users\nidhimh\Documents\Occlusion\val\401.jpg,0,0,1,1,0
1746,C:\Users\nidhimh\Documents\Occlusion\val\402.jpg,0,1,0,0,0
1753,C:\Users\nidhimh\Documents\Occlusion\val\409.jpg,0,1,0,1,0
1755,C:\Users\nidhimh\Documents\Occlusion\val\411.jpg,0,1,1,0,0
1756,C:\Users\nidhimh\Documents\Occlusion\val\412.jpg,0,0,1,0,0
1759,C:\Users\nidhimh\Documents\Occlusion\val\415.jpg,0,1,1,0,0
1760,C:\Users\nidhimh\Documents\Occlusion\val\416.jpg,0,0,1,0,0
1761,C:\Users\nidhimh\Documents\Occlusion\val\417.jpg,0,1,1,0,0
1762,C:\Users\nidhimh\Documents\Occlusion\val\418.jpg,0,1,1,0,0
1763,C:\Users\nidhimh\Documents\Occlusion\val\419.jpg,0,1,1,0,0
1766,C:\Users\nidhimh\Documents\Occlusion\val\422.jpg,0,1,1,1,0
1767,C:\Users\nidhimh\Documents\Occlusion\val\423.jpg,0,1,1,0,0
1769,C:\Users\nidhimh\Documents\Occlusion\val\425.jpg,0,1,0,0,0
1770,C:\Users\nidhimh\Documents\Occlusion\val\426.jpg,0,1,0,0,0
1773,C:\Users\nidhimh\Documents\Occlusion\val\429.jpg,0,1,1,0,0
1777,C:\Users\nidhimh\Documents\Occlusion\val\433.jpg,0,1,1,1,0
1778,C:\Users\nidhimh\Documents\Occlusion\val\434.jpg,0,1,1,0,0
1779,C:\Users\nidhimh\Documents\Occlusion\val\435.jpg,0,1,0,0,0
1781,C:\Users\nidhimh\Documents\Occlusion\val\437.jpg,0,1,1,0,0
1783,C:\Users\nidhimh\Documents\Occlusion\val\439.jpg,0,0,1,0,0
1784,C:\Users\nidhimh\Documents\Occlusion\val\440.jpg,0,1,1,1,0
1785,C:\Users\nidhimh\Documents\Occlusion\val\441.jpg,0,1,1,1,0
1789,C:\Users\nidhimh\Documents\Occlusion\val\445.jpg,0,1,1,0,0
1790,C:\Users\nidhimh\Documents\Occlusion\val\446.jpg,0,1,0,0,0
1791,C:\Users\nidhimh\Documents\Occlusion\val\447.jpg,0,1,0,0,0
1794,C:\Users\nidhimh\Documents\Occlusion\val\450.jpg,0,1,1,0,0
1795,C:\Users\nidhimh\Documents\Occlusion\val\451.jpg,0,1,1,0,0
1796,C:\Users\nidhimh\Documents\Occlusion\val\452.jpg,0,1,0,0,0
1798,C:\Users\nidhimh\Documents\Occlusion\val\454.jpg,0,1,0,0,0
1799,C:\Users\nidhimh\Documents\Occlusion\val\455.jpg,0,0,1,0,0
1800,C:\Users\nidhimh\Documents\Occlusion\val\456.jpg,0,0,1,0,0
1804,C:\Users\nidhimh\Documents\Occlusion\val\460.jpg,0,1,0,0,0
1806,C:\Users\nidhimh\Documents\Occlusion\val\462.jpg,0,1,1,1,0
1807,C:\Users\nidhimh\Documents\Occlusion\val\463.jpg,0,1,0,0,0
1808,C:\Users\nidhimh\Documents\Occlusion\val\464.jpg,0,1,0,0,0
1809,C:\Users\nidhimh\Documents\Occlusion\val\465.jpg,0,1,1,0,0
1810,C:\Users\nidhimh\Documents\Occlusion\val\466.jpg,0,0,1,0,0
1811,C:\Users\nidhimh\Documents\Occlusion\val\467.jpg,0,1,1,0,0
1815,C:\Users\nidhimh\Documents\Occlusion\val\471.jpg,0,1,0,0,0
1819,C:\Users\nidhimh\Documents\Occlusion\val\475.jpg,0,1,0,0,0
1823,C:\Users\nidhimh\Documents\Occlusion\val\479.jpg,0,1,0,1,0
1824,C:\Users\nidhimh\Documents\Occlusion\val\480.jpg,0,0,1,1,0
1825,C:\Users\nidhimh\Documents\Occlusion\val\481.jpg,0,1,1,1,0
1827,C:\Users\nidhimh\Documents\Occlusion\val\483.jpg,0,1,1,0,0
1828,C:\Users\nidhimh\Documents\Occlusion\val\484.jpg,0,1,0,0,0
1834,C:\Users\nidhimh\Documents\Occlusion\val\490.jpg,0,1,1,0,0
1835,C:\Users\nidhimh\Documents\Occlusion\val\491.jpg,0,1,1,1,0
1842,C:\Users\nidhimh\Documents\Occlusion\val\498.jpg,0,1,1,0,0
1843,C:\Users\nidhimh\Documents\Occlusion\val\499.jpg,0,1,0,1,0
1845,C:\Users\nidhimh\Documents\Occlusion\val\501.jpg,0,1,0,0,0
1846,C:\Users\nidhimh\Documents\Occlusion\val\502.jpg,0,1,0,0,0
1847,C:\Users\nidhimh\Documents\Occlusion\val\503.jpg,0,1,0,1,0
1848,C:\Users\nidhimh\Documents\Occlusion\val\504.jpg,0,1,1,1,0
1850,C:\Users\nidhimh\Documents\Occlusion\val\506.jpg,0,1,1,0,0
1851,C:\Users\nidhimh\Documents\Occlusion\val\507.jpg,0,1,1,0,0
